country,category,item
United Kingdom,First-aid kit,1% hydrocortisone cream
United Kingdom,First-aid kit,Antifungal ointments
United Kingdom,First-aid kit,Antibacterial ointments
United Kingdom,First-aid kit,Antiseptic wound cleanser
United Kingdom,First-aid kit,Aloe gel For sunburns
United Kingdom,First-aid kit,Insect bite treatment Anti-itch gel or cream
United Kingdom,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
United Kingdom,First-aid kit,Moleskin or molefoam for blisters
United Kingdom,First-aid kit,Elastic/compression bandage wrap For sprains and strains
United Kingdom,First-aid kit,Disposable gloves
United Kingdom,First-aid kit,Digital thermometer
United Kingdom,First-aid kit,Scissors and safety pins
United Kingdom,First-aid kit,Cotton swabs (Q-Tips)
United Kingdom,First-aid kit,Tweezers
United Kingdom,First-aid kit,Eye drops
United Kingdom,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
United Kingdom,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
United Kingdom,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
United Kingdom,Documents,Family member or close contact remaining in the United States
United Kingdom,Documents,Health care provider(s) at home
United Kingdom,Documents,Lodging at your destination
United Kingdom,Documents,Hospitals or clinics (including emergency services) in your destination
United Kingdom,Documents,US embassy or consulate in the destination country or countries
Uruguay,Prescription medicines,Your prescriptions
Uruguay,Prescription medicines,Travelers' diarrhea antibiotic
Uruguay,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Uruguay,Prescription medicines,Altitude sickness medicine
Uruguay,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Uruguay,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Uruguay,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Uruguay,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Uruguay,Medical supplies,Diabetes testing supplies
Uruguay,Medical supplies,Insulin
Uruguay,Medical supplies,Inhalers
Uruguay,Medical supplies,Epinephrine auto-injectors (EpiPens)
Uruguay,Medical supplies,Medical alert bracelet or necklace
Uruguay,Over-the-counter medicines,Antacid
Uruguay,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Uruguay,Over-the-counter medicines,Antihistamine
Uruguay,Over-the-counter medicines,Motion sickness medicine
Uruguay,Over-the-counter medicines,Cough drops
Uruguay,Over-the-counter medicines,Cough suppression/expectorant
Uruguay,Over-the-counter medicines,Decongestant
Uruguay,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Uruguay,Over-the-counter medicines,Mild laxative
Uruguay,Over-the-counter medicines,Mild sedative or other sleep aid
Uruguay,Over-the-counter medicines,Saline nose spray
Uruguay,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Uruguay,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Uruguay,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Uruguay,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Uruguay,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Uruguay,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Uruguay,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Uruguay,Supplies to prevent illness or injury,Earplugs
Uruguay,Supplies to prevent illness or injury,Latex condoms
Uruguay,First-aid kit,1% hydrocortisone cream
Uruguay,First-aid kit,Antifungal ointments
Uruguay,First-aid kit,Antibacterial ointments
Uruguay,First-aid kit,Antiseptic wound cleanser
Uruguay,First-aid kit,Aloe gel For sunburns
Uruguay,First-aid kit,Insect bite treatment Anti-itch gel or cream
Uruguay,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Uruguay,First-aid kit,Moleskin or molefoam for blisters
Uruguay,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Uruguay,First-aid kit,Disposable gloves
Uruguay,First-aid kit,Digital thermometer
Uruguay,First-aid kit,Scissors and safety pins
Uruguay,First-aid kit,Cotton swabs (Q-Tips)
Uruguay,First-aid kit,Tweezers
Uruguay,First-aid kit,Eye drops
Uruguay,First-aid kit,Oral rehydration salts
Uruguay,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Uruguay,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Uruguay,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Uruguay,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Uruguay,Documents,Family member or close contact remaining in the United States
Uruguay,Documents,Health care provider(s) at home
Uruguay,Documents,Lodging at your destination
Uruguay,Documents,Hospitals or clinics (including emergency services) in your destination
Uruguay,Documents,US embassy or consulate in the destination country or countries
Usvirgin Islands,Prescription medicines,Your prescriptions
Usvirgin Islands,Prescription medicines,Travelers' diarrhea antibiotic
Usvirgin Islands,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Usvirgin Islands,Prescription medicines,Altitude sickness medicine
Usvirgin Islands,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Usvirgin Islands,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Usvirgin Islands,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Usvirgin Islands,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Usvirgin Islands,Medical supplies,Diabetes testing supplies
Usvirgin Islands,Medical supplies,Insulin
Usvirgin Islands,Medical supplies,Inhalers
Usvirgin Islands,Medical supplies,Epinephrine auto-injectors (EpiPens)
Usvirgin Islands,Medical supplies,Medical alert bracelet or necklace
Usvirgin Islands,Over-the-counter medicines,Antacid
Usvirgin Islands,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Usvirgin Islands,Over-the-counter medicines,Antihistamine
Usvirgin Islands,Over-the-counter medicines,Motion sickness medicine
Usvirgin Islands,Over-the-counter medicines,Cough drops
Usvirgin Islands,Over-the-counter medicines,Cough suppression/expectorant
Usvirgin Islands,Over-the-counter medicines,Decongestant
Usvirgin Islands,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Usvirgin Islands,Over-the-counter medicines,Mild laxative
Usvirgin Islands,Over-the-counter medicines,Mild sedative or other sleep aid
Usvirgin Islands,Over-the-counter medicines,Saline nose spray
Usvirgin Islands,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Usvirgin Islands,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Usvirgin Islands,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Usvirgin Islands,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Usvirgin Islands,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Usvirgin Islands,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Usvirgin Islands,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Usvirgin Islands,Supplies to prevent illness or injury,Earplugs
Usvirgin Islands,Supplies to prevent illness or injury,Latex condoms
Usvirgin Islands,First-aid kit,1% hydrocortisone cream
Usvirgin Islands,First-aid kit,Antifungal ointments
Usvirgin Islands,First-aid kit,Antibacterial ointments
Usvirgin Islands,First-aid kit,Antiseptic wound cleanser
Usvirgin Islands,First-aid kit,Aloe gel For sunburns
Usvirgin Islands,First-aid kit,Insect bite treatment Anti-itch gel or cream
Usvirgin Islands,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Usvirgin Islands,First-aid kit,Moleskin or molefoam for blisters
Usvirgin Islands,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Usvirgin Islands,First-aid kit,Disposable gloves
Usvirgin Islands,First-aid kit,Digital thermometer
Usvirgin Islands,First-aid kit,Scissors and safety pins
Usvirgin Islands,First-aid kit,Cotton swabs (Q-Tips)
Usvirgin Islands,First-aid kit,Tweezers
Usvirgin Islands,First-aid kit,Eye drops
Usvirgin Islands,First-aid kit,Oral rehydration salts
Usvirgin Islands,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Usvirgin Islands,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Usvirgin Islands,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Usvirgin Islands,Documents,Family member or close contact remaining in the United States
Usvirgin Islands,Documents,Health care provider(s) at home
Usvirgin Islands,Documents,Lodging at your destination
Usvirgin Islands,Documents,Hospitals or clinics (including emergency services) in your destination
Usvirgin Islands,Documents,US embassy or consulate in the destination country or countries
Uzbekistan,Prescription medicines,Your prescriptions
Uzbekistan,Prescription medicines,Travelers' diarrhea antibiotic
Uzbekistan,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Uzbekistan,Prescription medicines,Altitude sickness medicine
Uzbekistan,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Uzbekistan,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Uzbekistan,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Uzbekistan,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Uzbekistan,Medical supplies,Diabetes testing supplies
Uzbekistan,Medical supplies,Insulin
Uzbekistan,Medical supplies,Inhalers
Uzbekistan,Medical supplies,Epinephrine auto-injectors (EpiPens)
Uzbekistan,Medical supplies,Medical alert bracelet or necklace
Uzbekistan,Over-the-counter medicines,Antacid
Uzbekistan,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Uzbekistan,Over-the-counter medicines,Antihistamine
Uzbekistan,Over-the-counter medicines,Motion sickness medicine
Uzbekistan,Over-the-counter medicines,Cough drops
Uzbekistan,Over-the-counter medicines,Cough suppression/expectorant
Uzbekistan,Over-the-counter medicines,Decongestant
Uzbekistan,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Uzbekistan,Over-the-counter medicines,Mild laxative
Uzbekistan,Over-the-counter medicines,Mild sedative or other sleep aid
Uzbekistan,Over-the-counter medicines,Saline nose spray
Uzbekistan,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Uzbekistan,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Uzbekistan,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Uzbekistan,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Uzbekistan,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Uzbekistan,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Uzbekistan,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Uzbekistan,Supplies to prevent illness or injury,Earplugs
Uzbekistan,Supplies to prevent illness or injury,Latex condoms
Uzbekistan,First-aid kit,1% hydrocortisone cream
Uzbekistan,First-aid kit,Antifungal ointments
Uzbekistan,First-aid kit,Antibacterial ointments
Uzbekistan,First-aid kit,Antiseptic wound cleanser
Uzbekistan,First-aid kit,Aloe gel For sunburns
Uzbekistan,First-aid kit,Insect bite treatment Anti-itch gel or cream
Uzbekistan,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Uzbekistan,First-aid kit,Moleskin or molefoam for blisters
Uzbekistan,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Uzbekistan,First-aid kit,Disposable gloves
Uzbekistan,First-aid kit,Digital thermometer
Uzbekistan,First-aid kit,Scissors and safety pins
Uzbekistan,First-aid kit,Cotton swabs (Q-Tips)
Uzbekistan,First-aid kit,Tweezers
Uzbekistan,First-aid kit,Eye drops
Uzbekistan,First-aid kit,Oral rehydration salts
Uzbekistan,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Uzbekistan,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Uzbekistan,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Uzbekistan,Documents,Family member or close contact remaining in the United States
Uzbekistan,Documents,Health care provider(s) at home
Uzbekistan,Documents,Lodging at your destination
Uzbekistan,Documents,Hospitals or clinics (including emergency services) in your destination
Uzbekistan,Documents,US embassy or consulate in the destination country or countries
Vanuatu,Prescription medicines,Your prescriptions
Vanuatu,Prescription medicines,Travelers' diarrhea antibiotic
Vanuatu,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Vanuatu,Prescription medicines,Altitude sickness medicine
Vanuatu,Prescription medicines,Medicine to prevent malaria
Vanuatu,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Vanuatu,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Vanuatu,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Vanuatu,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Vanuatu,Medical supplies,Diabetes testing supplies
Vanuatu,Medical supplies,Insulin
Vanuatu,Medical supplies,Inhalers
Vanuatu,Medical supplies,Epinephrine auto-injectors (EpiPens)
Vanuatu,Medical supplies,Medical alert bracelet or necklace
Vanuatu,Over-the-counter medicines,Antacid
Vanuatu,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Vanuatu,Over-the-counter medicines,Antihistamine
Vanuatu,Over-the-counter medicines,Motion sickness medicine
Vanuatu,Over-the-counter medicines,Cough drops
Vanuatu,Over-the-counter medicines,Cough suppression/expectorant
Vanuatu,Over-the-counter medicines,Decongestant
Vanuatu,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Vanuatu,Over-the-counter medicines,Mild laxative
Vanuatu,Over-the-counter medicines,Mild sedative or other sleep aid
Vanuatu,Over-the-counter medicines,Saline nose spray
Vanuatu,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Vanuatu,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Vanuatu,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Vanuatu,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Vanuatu,Supplies to prevent illness or injury,Bed net For protection against insect bites while sleeping
Vanuatu,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Vanuatu,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Vanuatu,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Vanuatu,Supplies to prevent illness or injury,Earplugs
Vanuatu,Supplies to prevent illness or injury,Latex condoms
Vanuatu,First-aid kit,1% hydrocortisone cream
Vanuatu,First-aid kit,Antifungal ointments
Vanuatu,First-aid kit,Antibacterial ointments
Vanuatu,First-aid kit,Antiseptic wound cleanser
Vanuatu,First-aid kit,Aloe gel For sunburns
Vanuatu,First-aid kit,Insect bite treatment Anti-itch gel or cream
Vanuatu,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Vanuatu,First-aid kit,Moleskin or molefoam for blisters
Vanuatu,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Vanuatu,First-aid kit,Disposable gloves
Vanuatu,First-aid kit,Digital thermometer
Vanuatu,First-aid kit,Scissors and safety pins
Vanuatu,First-aid kit,Cotton swabs (Q-Tips)
Vanuatu,First-aid kit,Tweezers
Vanuatu,First-aid kit,Eye drops
Vanuatu,First-aid kit,Oral rehydration salts
Vanuatu,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Vanuatu,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Vanuatu,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Vanuatu,Documents,Family member or close contact remaining in the United States
Vanuatu,Documents,Health care provider(s) at home
Vanuatu,Documents,Lodging at your destination
Vanuatu,Documents,Hospitals or clinics (including emergency services) in your destination
Vanuatu,Documents,US embassy or consulate in the destination country or countries
Venezuela,Prescription medicines,Your prescriptions
Venezuela,Prescription medicines,Travelers' diarrhea antibiotic
Venezuela,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Venezuela,Prescription medicines,Altitude sickness medicine
Venezuela,Prescription medicines,Medicine to prevent malaria
Venezuela,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Venezuela,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Venezuela,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Venezuela,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Venezuela,Medical supplies,Diabetes testing supplies
Venezuela,Medical supplies,Insulin
Venezuela,Medical supplies,Inhalers
Venezuela,Medical supplies,Epinephrine auto-injectors (EpiPens)
Venezuela,Medical supplies,Medical alert bracelet or necklace
Venezuela,Over-the-counter medicines,Antacid
Venezuela,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Venezuela,Over-the-counter medicines,Antihistamine
Venezuela,Over-the-counter medicines,Motion sickness medicine
Venezuela,Over-the-counter medicines,Cough drops
Venezuela,Over-the-counter medicines,Cough suppression/expectorant
Venezuela,Over-the-counter medicines,Decongestant
Venezuela,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Venezuela,Over-the-counter medicines,Mild laxative
Venezuela,Over-the-counter medicines,Mild sedative or other sleep aid
Venezuela,Over-the-counter medicines,Saline nose spray
Venezuela,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Venezuela,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Venezuela,Supplies to prevent illness or injury,Water purification tablets May be needed if camping or visiting remote areas
Venezuela,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Venezuela,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Venezuela,Supplies to prevent illness or injury,Bed net For protection against insect bites while sleeping
Venezuela,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Venezuela,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Venezuela,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Venezuela,Supplies to prevent illness or injury,Earplugs
Venezuela,Supplies to prevent illness or injury,Latex condoms
Venezuela,First-aid kit,1% hydrocortisone cream
Venezuela,First-aid kit,Antifungal ointments
Venezuela,First-aid kit,Antibacterial ointments
Venezuela,First-aid kit,Antiseptic wound cleanser
Venezuela,First-aid kit,Aloe gel For sunburns
Venezuela,First-aid kit,Insect bite treatment Anti-itch gel or cream
Venezuela,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Venezuela,First-aid kit,Moleskin or molefoam for blisters
Venezuela,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Venezuela,First-aid kit,Disposable gloves
Venezuela,First-aid kit,Digital thermometer
Venezuela,First-aid kit,Scissors and safety pins
Venezuela,First-aid kit,Cotton swabs (Q-Tips)
Venezuela,First-aid kit,Tweezers
Venezuela,First-aid kit,Eye drops
Venezuela,First-aid kit,Oral rehydration salts
Venezuela,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Venezuela,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Venezuela,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Venezuela,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Venezuela,Documents,Family member or close contact remaining in the United States
Venezuela,Documents,Health care provider(s) at home
Venezuela,Documents,Lodging at your destination
Venezuela,Documents,Hospitals or clinics (including emergency services) in your destination
Venezuela,Documents,US embassy or consulate in the destination country or countries
Vietnam,Prescription medicines,Your prescriptions
Vietnam,Prescription medicines,Travelers' diarrhea antibiotic
Vietnam,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Vietnam,Prescription medicines,Altitude sickness medicine
Vietnam,Prescription medicines,Medicine to prevent malaria
Vietnam,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Vietnam,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Vietnam,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Vietnam,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Vietnam,Medical supplies,Diabetes testing supplies
Vietnam,Medical supplies,Insulin
Vietnam,Medical supplies,Inhalers
Vietnam,Medical supplies,Epinephrine auto-injectors (EpiPens)
Vietnam,Medical supplies,Medical alert bracelet or necklace
Vietnam,Over-the-counter medicines,Antacid
Vietnam,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Vietnam,Over-the-counter medicines,Antihistamine
Vietnam,Over-the-counter medicines,Motion sickness medicine
Vietnam,Over-the-counter medicines,Cough drops
Vietnam,Over-the-counter medicines,Cough suppression/expectorant
Vietnam,Over-the-counter medicines,Decongestant
Vietnam,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Vietnam,Over-the-counter medicines,Mild laxative
Vietnam,Over-the-counter medicines,Mild sedative or other sleep aid
Vietnam,Over-the-counter medicines,Saline nose spray
Vietnam,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Vietnam,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Vietnam,Supplies to prevent illness or injury,Water purification tablets May be needed if camping or visiting remote areas
Vietnam,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Vietnam,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Vietnam,Supplies to prevent illness or injury,Bed net For protection against insect bites while sleeping
Vietnam,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Vietnam,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Vietnam,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Vietnam,Supplies to prevent illness or injury,Earplugs
Vietnam,Supplies to prevent illness or injury,Latex condoms
Vietnam,First-aid kit,1% hydrocortisone cream
Vietnam,First-aid kit,Antifungal ointments
Vietnam,First-aid kit,Antibacterial ointments
Vietnam,First-aid kit,Antiseptic wound cleanser
Vietnam,First-aid kit,Aloe gel For sunburns
Vietnam,First-aid kit,Insect bite treatment Anti-itch gel or cream
Vietnam,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Vietnam,First-aid kit,Moleskin or molefoam for blisters
Vietnam,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Vietnam,First-aid kit,Disposable gloves
Vietnam,First-aid kit,Digital thermometer
Vietnam,First-aid kit,Scissors and safety pins
Vietnam,First-aid kit,Cotton swabs (Q-Tips)
Vietnam,First-aid kit,Tweezers
Vietnam,First-aid kit,Eye drops
Vietnam,First-aid kit,Oral rehydration salts
Vietnam,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Vietnam,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Vietnam,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Vietnam,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Vietnam,Documents,Family member or close contact remaining in the United States
Vietnam,Documents,Health care provider(s) at home
Vietnam,Documents,Lodging at your destination
Vietnam,Documents,Hospitals or clinics (including emergency services) in your destination
Vietnam,Documents,US embassy or consulate in the destination country or countries
Wake Island,Prescription medicines,Your prescriptions
Wake Island,Prescription medicines,Travelers' diarrhea antibiotic
Wake Island,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Wake Island,Prescription medicines,Altitude sickness medicine
Wake Island,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Wake Island,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Wake Island,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Wake Island,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Wake Island,Medical supplies,Diabetes testing supplies
