country,category,item
Ethiopia,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Ethiopia,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Ethiopia,Supplies to prevent illness or injury,Bed net For protection against insect bites while sleeping
Ethiopia,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Ethiopia,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Ethiopia,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Ethiopia,Supplies to prevent illness or injury,Earplugs
Ethiopia,Supplies to prevent illness or injury,Latex condoms
Ethiopia,First-aid kit,1% hydrocortisone cream
Ethiopia,First-aid kit,Antifungal ointments
Ethiopia,First-aid kit,Antibacterial ointments
Ethiopia,First-aid kit,Antiseptic wound cleanser
Ethiopia,First-aid kit,Aloe gel For sunburns
Ethiopia,First-aid kit,Insect bite treatment Anti-itch gel or cream
Ethiopia,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Ethiopia,First-aid kit,Moleskin or molefoam for blisters
Ethiopia,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Ethiopia,First-aid kit,Disposable gloves
Ethiopia,First-aid kit,Digital thermometer
Ethiopia,First-aid kit,Scissors and safety pins
Ethiopia,First-aid kit,Cotton swabs (Q-Tips)
Ethiopia,First-aid kit,Tweezers
Ethiopia,First-aid kit,Eye drops
Ethiopia,First-aid kit,Oral rehydration salts
Ethiopia,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Ethiopia,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Ethiopia,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Ethiopia,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Ethiopia,Documents,Family member or close contact remaining in the United States
Ethiopia,Documents,Health care provider(s) at home
Ethiopia,Documents,Lodging at your destination
Ethiopia,Documents,Hospitals or clinics (including emergency services) in your destination
Ethiopia,Documents,US embassy or consulate in the destination country or countries
Falkland Islands,Prescription medicines,Your prescriptions
Falkland Islands,Prescription medicines,Travelers' diarrhea antibiotic
Falkland Islands,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Falkland Islands,Prescription medicines,Altitude sickness medicine
Falkland Islands,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Falkland Islands,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Falkland Islands,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Falkland Islands,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Falkland Islands,Medical supplies,Diabetes testing supplies
Falkland Islands,Medical supplies,Insulin
Falkland Islands,Medical supplies,Inhalers
Falkland Islands,Medical supplies,Epinephrine auto-injectors (EpiPens)
Falkland Islands,Medical supplies,Medical alert bracelet or necklace
Falkland Islands,Over-the-counter medicines,Antacid
Falkland Islands,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Falkland Islands,Over-the-counter medicines,Antihistamine
Falkland Islands,Over-the-counter medicines,Motion sickness medicine
Falkland Islands,Over-the-counter medicines,Cough drops
Falkland Islands,Over-the-counter medicines,Cough suppression/expectorant
Falkland Islands,Over-the-counter medicines,Decongestant
Falkland Islands,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Falkland Islands,Over-the-counter medicines,Mild laxative
Falkland Islands,Over-the-counter medicines,Mild sedative or other sleep aid
Falkland Islands,Over-the-counter medicines,Saline nose spray
Falkland Islands,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Falkland Islands,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Falkland Islands,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Falkland Islands,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Falkland Islands,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Falkland Islands,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Falkland Islands,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Falkland Islands,Supplies to prevent illness or injury,Earplugs
Falkland Islands,Supplies to prevent illness or injury,Latex condoms
Falkland Islands,First-aid kit,1% hydrocortisone cream
Falkland Islands,First-aid kit,Antifungal ointments
Falkland Islands,First-aid kit,Antibacterial ointments
Falkland Islands,First-aid kit,Antiseptic wound cleanser
Falkland Islands,First-aid kit,Aloe gel For sunburns
Falkland Islands,First-aid kit,Insect bite treatment Anti-itch gel or cream
Falkland Islands,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Falkland Islands,First-aid kit,Moleskin or molefoam for blisters
Falkland Islands,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Falkland Islands,First-aid kit,Disposable gloves
Falkland Islands,First-aid kit,Digital thermometer
Falkland Islands,First-aid kit,Scissors and safety pins
Falkland Islands,First-aid kit,Cotton swabs (Q-Tips)
Falkland Islands,First-aid kit,Tweezers
Falkland Islands,First-aid kit,Eye drops
Falkland Islands,First-aid kit,Oral rehydration salts
Falkland Islands,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Falkland Islands,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Falkland Islands,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Falkland Islands,Documents,Family member or close contact remaining in the United States
Falkland Islands,Documents,Health care provider(s) at home
Falkland Islands,Documents,Lodging at your destination
Falkland Islands,Documents,Hospitals or clinics (including emergency services) in your destination
Falkland Islands,Documents,US embassy or consulate in the destination country or countries
Faroe Island,Prescription medicines,Your prescriptions
Faroe Island,Prescription medicines,Travelers' diarrhea antibiotic
Faroe Island,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Faroe Island,Prescription medicines,Altitude sickness medicine
Faroe Island,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Faroe Island,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Faroe Island,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Faroe Island,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Faroe Island,Medical supplies,Diabetes testing supplies
Faroe Island,Medical supplies,Insulin
Faroe Island,Medical supplies,Inhalers
Faroe Island,Medical supplies,Epinephrine auto-injectors (EpiPens)
Faroe Island,Medical supplies,Medical alert bracelet or necklace
Faroe Island,Over-the-counter medicines,Antacid
Faroe Island,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Faroe Island,Over-the-counter medicines,Antihistamine
Faroe Island,Over-the-counter medicines,Motion sickness medicine
Faroe Island,Over-the-counter medicines,Cough drops
Faroe Island,Over-the-counter medicines,Cough suppression/expectorant
Faroe Island,Over-the-counter medicines,Decongestant
Faroe Island,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Faroe Island,Over-the-counter medicines,Mild laxative
Faroe Island,Over-the-counter medicines,Mild sedative or other sleep aid
Faroe Island,Over-the-counter medicines,Saline nose spray
Faroe Island,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Faroe Island,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Faroe Island,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Faroe Island,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Faroe Island,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Faroe Island,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Faroe Island,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Faroe Island,Supplies to prevent illness or injury,Earplugs
Faroe Island,Supplies to prevent illness or injury,Latex condoms
Faroe Island,First-aid kit,1% hydrocortisone cream
Faroe Island,First-aid kit,Antifungal ointments
Faroe Island,First-aid kit,Antibacterial ointments
Faroe Island,First-aid kit,Antiseptic wound cleanser
Faroe Island,First-aid kit,Aloe gel For sunburns
Faroe Island,First-aid kit,Insect bite treatment Anti-itch gel or cream
Faroe Island,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Faroe Island,First-aid kit,Moleskin or molefoam for blisters
Faroe Island,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Faroe Island,First-aid kit,Disposable gloves
Faroe Island,First-aid kit,Digital thermometer
Faroe Island,First-aid kit,Scissors and safety pins
Faroe Island,First-aid kit,Cotton swabs (Q-Tips)
Faroe Island,First-aid kit,Tweezers
Faroe Island,First-aid kit,Eye drops
Faroe Island,First-aid kit,Oral rehydration salts
Faroe Island,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Faroe Island,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Faroe Island,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Faroe Island,Documents,Family member or close contact remaining in the United States
Faroe Island,Documents,Health care provider(s) at home
Faroe Island,Documents,Lodging at your destination
Faroe Island,Documents,Hospitals or clinics (including emergency services) in your destination
Faroe Island,Documents,US embassy or consulate in the destination country or countries
Fiji,Prescription medicines,Your prescriptions
Fiji,Prescription medicines,Travelers' diarrhea antibiotic
Fiji,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Fiji,Prescription medicines,Altitude sickness medicine
Fiji,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Fiji,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Fiji,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Fiji,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Fiji,Medical supplies,Diabetes testing supplies
Fiji,Medical supplies,Insulin
Fiji,Medical supplies,Inhalers
Fiji,Medical supplies,Epinephrine auto-injectors (EpiPens)
Fiji,Medical supplies,Medical alert bracelet or necklace
Fiji,Over-the-counter medicines,Antacid
Fiji,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Fiji,Over-the-counter medicines,Antihistamine
Fiji,Over-the-counter medicines,Motion sickness medicine
Fiji,Over-the-counter medicines,Cough drops
Fiji,Over-the-counter medicines,Cough suppression/expectorant
Fiji,Over-the-counter medicines,Decongestant
Fiji,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Fiji,Over-the-counter medicines,Mild laxative
Fiji,Over-the-counter medicines,Mild sedative or other sleep aid
Fiji,Over-the-counter medicines,Saline nose spray
Fiji,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Fiji,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Fiji,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Fiji,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Fiji,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Fiji,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Fiji,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Fiji,Supplies to prevent illness or injury,Earplugs
Fiji,Supplies to prevent illness or injury,Latex condoms
Fiji,First-aid kit,1% hydrocortisone cream
Fiji,First-aid kit,Antifungal ointments
Fiji,First-aid kit,Antibacterial ointments
Fiji,First-aid kit,Antiseptic wound cleanser
Fiji,First-aid kit,Aloe gel For sunburns
Fiji,First-aid kit,Insect bite treatment Anti-itch gel or cream
Fiji,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Fiji,First-aid kit,Moleskin or molefoam for blisters
Fiji,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Fiji,First-aid kit,Disposable gloves
Fiji,First-aid kit,Digital thermometer
Fiji,First-aid kit,Scissors and safety pins
Fiji,First-aid kit,Cotton swabs (Q-Tips)
Fiji,First-aid kit,Tweezers
Fiji,First-aid kit,Eye drops
Fiji,First-aid kit,Oral rehydration salts
Fiji,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Fiji,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Fiji,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Fiji,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Fiji,Documents,Family member or close contact remaining in the United States
Fiji,Documents,Health care provider(s) at home
Fiji,Documents,Lodging at your destination
Fiji,Documents,Hospitals or clinics (including emergency services) in your destination
Fiji,Documents,US embassy or consulate in the destination country or countries
Finland,Prescription medicines,Your prescriptions
Finland,Prescription medicines,Travelers' diarrhea antibiotic
Finland,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Finland,Prescription medicines,Altitude sickness medicine
Finland,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Finland,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Finland,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Finland,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Finland,Medical supplies,Diabetes testing supplies
Finland,Medical supplies,Insulin
Finland,Medical supplies,Inhalers
Finland,Medical supplies,Epinephrine auto-injectors (EpiPens)
Finland,Medical supplies,Medical alert bracelet or necklace
Finland,Over-the-counter medicines,Antacid
Finland,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Finland,Over-the-counter medicines,Antihistamine
Finland,Over-the-counter medicines,Motion sickness medicine
Finland,Over-the-counter medicines,Cough drops
Finland,Over-the-counter medicines,Cough suppression/expectorant
Finland,Over-the-counter medicines,Decongestant
Finland,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Finland,Over-the-counter medicines,Mild laxative
Finland,Over-the-counter medicines,Mild sedative or other sleep aid
Finland,Over-the-counter medicines,Saline nose spray
Finland,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Finland,Supplies to prevent illness or injury,Water purification tablets May be needed if camping or visiting remote areas
Finland,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Finland,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Finland,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Finland,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Finland,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Finland,Supplies to prevent illness or injury,Earplugs
Finland,Supplies to prevent illness or injury,Latex condoms
Finland,First-aid kit,1% hydrocortisone cream
Finland,First-aid kit,Antifungal ointments
Finland,First-aid kit,Antibacterial ointments
Finland,First-aid kit,Antiseptic wound cleanser
Finland,First-aid kit,Aloe gel For sunburns
Finland,First-aid kit,Insect bite treatment Anti-itch gel or cream
Finland,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Finland,First-aid kit,Moleskin or molefoam for blisters
Finland,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Finland,First-aid kit,Disposable gloves
Finland,First-aid kit,Digital thermometer
Finland,First-aid kit,Scissors and safety pins
Finland,First-aid kit,Cotton swabs (Q-Tips)
Finland,First-aid kit,Tweezers
Finland,First-aid kit,Eye drops
Finland,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Finland,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Finland,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Finland,Documents,Family member or close contact remaining in the United States
Finland,Documents,Health care provider(s) at home
Finland,Documents,Lodging at your destination
Finland,Documents,Hospitals or clinics (including emergency services) in your destination
Finland,Documents,US embassy or consulate in the destination country or countries
France,Prescription medicines,Your prescriptions
France,Prescription medicines,Travelers' diarrhea antibiotic
France,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
France,Prescription medicines,Altitude sickness medicine
France,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
France,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
France,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
France,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
France,Medical supplies,Diabetes testing supplies
France,Medical supplies,Insulin
France,Medical supplies,Inhalers
France,Medical supplies,Epinephrine auto-injectors (EpiPens)
France,Medical supplies,Medical alert bracelet or necklace
France,Over-the-counter medicines,Antacid
France,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
France,Over-the-counter medicines,Antihistamine
France,Over-the-counter medicines,Motion sickness medicine
France,Over-the-counter medicines,Cough drops
France,Over-the-counter medicines,Cough suppression/expectorant
France,Over-the-counter medicines,Decongestant
France,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
France,Over-the-counter medicines,Mild laxative
France,Over-the-counter medicines,Mild sedative or other sleep aid
France,Over-the-counter medicines,Saline nose spray
France,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
France,Supplies to prevent illness or injury,Water purification tablets May be needed if camping or visiting remote areas
France,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
France,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
France,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
France,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
France,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
France,Supplies to prevent illness or injury,Earplugs
France,Supplies to prevent illness or injury,Latex condoms
France,First-aid kit,1% hydrocortisone cream
France,First-aid kit,Antifungal ointments
France,First-aid kit,Antibacterial ointments
France,First-aid kit,Antiseptic wound cleanser
France,First-aid kit,Aloe gel For sunburns
France,First-aid kit,Insect bite treatment Anti-itch gel or cream
France,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
France,First-aid kit,Moleskin or molefoam for blisters
France,First-aid kit,Elastic/compression bandage wrap For sprains and strains
France,First-aid kit,Disposable gloves
France,First-aid kit,Digital thermometer
France,First-aid kit,Scissors and safety pins
France,First-aid kit,Cotton swabs (Q-Tips)
France,First-aid kit,Tweezers
France,First-aid kit,Eye drops
France,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
France,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
France,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
France,Documents,Family member or close contact remaining in the United States
France,Documents,Health care provider(s) at home
France,Documents,Lodging at your destination
France,Documents,Hospitals or clinics (including emergency services) in your destination
France,Documents,US embassy or consulate in the destination country or countries
French Guiana,Prescription medicines,Your prescriptions
French Guiana,Prescription medicines,Travelers' diarrhea antibiotic
French Guiana,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
French Guiana,Prescription medicines,Altitude sickness medicine
French Guiana,Prescription medicines,Medicine to prevent malaria
French Guiana,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
French Guiana,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
French Guiana,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
French Guiana,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
French Guiana,Medical supplies,Diabetes testing supplies
French Guiana,Medical supplies,Insulin
French Guiana,Medical supplies,Inhalers
French Guiana,Medical supplies,Epinephrine auto-injectors (EpiPens)
French Guiana,Medical supplies,Medical alert bracelet or necklace
French Guiana,Over-the-counter medicines,Antacid
French Guiana,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
French Guiana,Over-the-counter medicines,Antihistamine
French Guiana,Over-the-counter medicines,Motion sickness medicine
French Guiana,Over-the-counter medicines,Cough drops
French Guiana,Over-the-counter medicines,Cough suppression/expectorant
French Guiana,Over-the-counter medicines,Decongestant
French Guiana,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
French Guiana,Over-the-counter medicines,Mild laxative
French Guiana,Over-the-counter medicines,Mild sedative or other sleep aid
French Guiana,Over-the-counter medicines,Saline nose spray
French Guiana,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
French Guiana,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
French Guiana,Supplies to prevent illness or injury,Water purification tablets May be needed if camping or visiting remote areas
French Guiana,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
French Guiana,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
French Guiana,Supplies to prevent illness or injury,Bed net For protection against insect bites while sleeping
French Guiana,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
French Guiana,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
French Guiana,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
French Guiana,Supplies to prevent illness or injury,Earplugs
French Guiana,Supplies to prevent illness or injury,Latex condoms
French Guiana,First-aid kit,1% hydrocortisone cream
French Guiana,First-aid kit,Antifungal ointments
French Guiana,First-aid kit,Antibacterial ointments
French Guiana,First-aid kit,Antiseptic wound cleanser
French Guiana,First-aid kit,Aloe gel For sunburns
French Guiana,First-aid kit,Insect bite treatment Anti-itch gel or cream
French Guiana,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
French Guiana,First-aid kit,Moleskin or molefoam for blisters
French Guiana,First-aid kit,Elastic/compression bandage wrap For sprains and strains
French Guiana,First-aid kit,Disposable gloves
French Guiana,First-aid kit,Digital thermometer
French Guiana,First-aid kit,Scissors and safety pins
French Guiana,First-aid kit,Cotton swabs (Q-Tips)
French Guiana,First-aid kit,Tweezers
French Guiana,First-aid kit,Eye drops
French Guiana,First-aid kit,Oral rehydration salts
French Guiana,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
French Guiana,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
French Guiana,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
French Guiana,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
French Guiana,Documents,Family member or close contact remaining in the United States
French Guiana,Documents,Health care provider(s) at home
French Guiana,Documents,Lodging at your destination
French Guiana,Documents,Hospitals or clinics (including emergency services) in your destination
French Guiana,Documents,US embassy or consulate in the destination country or countries
French Polynesia,Prescription medicines,Your prescriptions
French Polynesia,Prescription medicines,Travelers' diarrhea antibiotic
French Polynesia,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
French Polynesia,Prescription medicines,Altitude sickness medicine
French Polynesia,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
French Polynesia,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
French Polynesia,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
French Polynesia,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
French Polynesia,Medical supplies,Diabetes testing supplies
French Polynesia,Medical supplies,Insulin
French Polynesia,Medical supplies,Inhalers
French Polynesia,Medical supplies,Epinephrine auto-injectors (EpiPens)
French Polynesia,Medical supplies,Medical alert bracelet or necklace
French Polynesia,Over-the-counter medicines,Antacid
French Polynesia,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
French Polynesia,Over-the-counter medicines,Antihistamine
French Polynesia,Over-the-counter medicines,Motion sickness medicine
French Polynesia,Over-the-counter medicines,Cough drops
French Polynesia,Over-the-counter medicines,Cough suppression/expectorant
French Polynesia,Over-the-counter medicines,Decongestant
French Polynesia,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
French Polynesia,Over-the-counter medicines,Mild laxative
French Polynesia,Over-the-counter medicines,Mild sedative or other sleep aid
