"country","href","full_url"
"Turkmenistan","/travel/destinations/traveler/none/turkmenistan","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turkmenistan"
"Tuvalu","/travel/destinations/traveler/none/tuvalu","https://wwwnc.cdc.gov/travel/destinations/traveler/none/tuvalu"
"Uganda","/travel/destinations/traveler/none/uganda","https://wwwnc.cdc.gov/travel/destinations/traveler/none/uganda"
"Ukraine","/travel/destinations/traveler/none/ukraine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ukraine"
"United States","/travel/destinations/traveler/none/united-states","https://wwwnc.cdc.gov/travel/destinations/traveler/none/united-states"
"Uruguay","/travel/destinations/traveler/none/uruguay","https://wwwnc.cdc.gov/travel/destinations/traveler/none/uruguay"
"Uzbekistan","/travel/destinations/traveler/none/uzbekistan","https://wwwnc.cdc.gov/travel/destinations/traveler/none/uzbekistan"
"Vanuatu","/travel/destinations/traveler/none/vanuatu","https://wwwnc.cdc.gov/travel/destinations/traveler/none/vanuatu"
"Venezuela","/travel/destinations/traveler/none/venezuela","https://wwwnc.cdc.gov/travel/destinations/traveler/none/venezuela"
"Vietnam","/travel/destinations/traveler/none/vietnam","https://wwwnc.cdc.gov/travel/destinations/traveler/none/vietnam"
"Wake Island","/travel/destinations/traveler/none/wake-island","https://wwwnc.cdc.gov/travel/destinations/traveler/none/wake-island"
"Yemen","/travel/destinations/traveler/none/yemen","https://wwwnc.cdc.gov/travel/destinations/traveler/none/yemen"
"Zambia","/travel/destinations/traveler/none/zambia","https://wwwnc.cdc.gov/travel/destinations/traveler/none/zambia"
"Zimbabwe","/travel/destinations/traveler/none/zimbabwe","https://wwwnc.cdc.gov/travel/destinations/traveler/none/zimbabwe"
